Intensity,Label - Bicycling,Label - Running,Label - Sitting,Label - Swimming,Milk,Name,Reset Label,Serving Size,Size,Size in ounce,Type,Type - Sitting,Whip,%DV - Added Sugars,%DV - Carbohydrate,%DV - Cholesterol,%DV - Dietary Fiber,%DV - Protein,%DV - Saturated Fat,%DV - Sodium,%DV - Total Fat,%DV - Trans Fat,Caffeine (mg),Calcium (%DV),Calories,Cholesterol (mg),Dietary Fiber (g),Iron (%DV),Number of Records,Protein (g),Saturated Fat (g),Sodium (mg),Sugar (g),Time to Burn - Bicycling,Time to Burn - Running,Time to Burn - Sitting,Time to Burn - Swimming,Total Carbohydrates (g),Total Fat (g),Trans Fat (g),Vitamin A (%DV),Vitamin C (%DV),Weight
Moderate,27 Mins,19 Mins,3 Hrs : 37 Mins,27 Mins,Whole,Caramel Macchiato,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.66,0.127272727,0.116666667,0,0.2,0.3,0.060869565,0.141025641,0.051724138,150,0.3,280,35,0,0,1,10,6,140,33,1620,1140,13020,1620,35,11,0.3,0.15,0,120.9
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,Soy,Caramel Macchiato,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.52,0.109090909,0.016666667,0.035714286,0.18,0.075,0.052173913,0.076923077,0,150,0.35,210,5,1,0.15,1,9,1.5,120,26,1200,840,9780,1200,30,6,0,0.15,0,116.8
Moderate,19 Mins,14 Mins,2 Hrs : 35 Mins,19 Mins,Coconut,Caramel Macchiato,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.58,0.116363636,0.016666667,0,0.02,0.35,0.056521739,0.102564103,0,150,0,200,5,0,0,1,1,7,130,29,1140,840,9300,1140,32,8,0,0.02,0,112.7
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,Nonfat,Iced Caramel Macchiato,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.7,0.134545455,0.033333333,0,0.2,0.075,0.058695652,0.025641026,0,150,0.3,210,10,0,0,1,10,1.5,135,35,1200,840,9780,1200,37,2,0,0.2,0,108.6
Moderate,24 Mins,17 Mins,3 Hrs : 14 Mins,24 Mins,2%,Iced Caramel Macchiato,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.68,0.134545455,0.083333333,0,0.2,0.225,0.065217391,0.08974359,0.034482759,150,0.3,250,25,0,0,1,10,4.5,150,34,1440,1020,11640,1440,37,7,0.2,0.15,0,104.5
Moderate,27 Mins,19 Mins,3 Hrs : 37 Mins,27 Mins,Whole,Iced Caramel Macchiato,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.68,0.134545455,0.116666667,0,0.18,0.3,0.060869565,0.141025641,0.051724138,150,0.3,280,35,0,0,1,9,6,140,34,1620,1140,13020,1620,37,11,0.3,0.15,0,100.4
Moderate,21 Mins,15 Mins,2 Hrs : 51 Mins,21 Mins,Soy,Iced Caramel Macchiato,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.56,0.116363636,0.016666667,0.035714286,0.16,0.1,0.054347826,0.076923077,0,150,0.3,220,5,1,0.15,1,8,2,125,28,1260,900,10260,1260,32,6,0,0.15,0,96.3
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,Coconut,Iced Caramel Macchiato,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.6,0.12,0.016666667,0,0.02,0.35,0.056521739,0.102564103,0,150,0.02,210,5,0,0,1,1,7,130,30,1200,840,9780,1200,33,8,0,0.02,0,137.3
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,Nonfat,Cinnamon Dolce Latte,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,No Whip,0.76,0.145454545,0.016666667,0,0.22,0.01,0.058695652,0.003846154,0,150,0.35,210,5,0,0,1,11,0.2,135,38,1200,840,9780,1200,40,0.3,0,0.2,0,133.2
Moderate,27 Mins,19 Mins,3 Hrs : 37 Mins,27 Mins,Nonfat,Cinnamon Dolce Latte,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,Whip,0.8,0.156363636,0.1,0,0.24,0.225,0.060869565,0.08974359,0.034482759,150,0.35,280,30,0,0,1,12,4.5,140,40,1620,1140,13020,1620,43,7,0.2,0.25,0,129.1
Moderate,25 Mins,18 Mins,3 Hrs : 22 Mins,25 Mins,2%,Cinnamon Dolce Latte,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,No Whip,0.76,0.145454545,0.083333333,0,0.22,0.15,0.065217391,0.076923077,0.034482759,150,0.35,260,25,0,0,1,11,3,150,38,1500,1080,12120,1500,40,6,0.2,0.2,0.02,125
Moderate,32 Mins,23 Mins,4 Hrs : 16 Mins,32 Mins,2%,Cinnamon Dolce Latte,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,Whip,0.8,0.152727273,0.166666667,0,0.24,0.4,0.069565217,0.166666667,0.068965517,150,0.35,330,50,0,0,1,12,8,160,40,1920,1380,15360,1920,42,13,0.4,0.25,0.02,120.9
Moderate,29 Mins,21 Mins,3 Hrs : 53 Mins,29 Mins,Whole,Cinnamon Dolce Latte,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,No Whip,0.76,0.145454545,0.1,0,0.22,0.3,0.060869565,0.128205128,0.051724138,150,0.35,300,30,0,0,1,11,6,140,38,1740,1260,13980,1740,40,10,0.3,0.15,0,116.8
Moderate,35 Mins,26 Mins,4 Hrs : 47 Mins,35 Mins,Whole,Cinnamon Dolce Latte,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,Whip,0.8,0.152727273,0.2,0,0.22,0.5,0.065217391,0.217948718,0.086206897,150,0.35,370,60,0,0,1,11,10,150,40,2100,1560,17220,2100,42,17,0.5,0.25,0,112.7
Moderate,21 Mins,15 Mins,2 Hrs : 51 Mins,21 Mins,Soy,Cinnamon Dolce Latte,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,No Whip,0.6,0.123636364,0,0.035714286,0.18,0.025,0.052173913,0.064102564,0,150,0.35,220,0,1,0.15,1,9,0.5,120,30,1260,900,10260,1260,34,5,0,0.1,0,108.6
Moderate,29 Mins,21 Mins,3 Hrs : 53 Mins,29 Mins,Soy,Cinnamon Dolce Latte,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,Whip,0.64,0.134545455,0.083333333,0.035714286,0.2,0.25,0.054347826,0.153846154,0.034482759,150,0.35,300,25,1,0.15,1,10,5,125,32,1740,1260,13980,1740,37,12,0.2,0.2,0,170
Moderate,20 Mins,14 Mins,2 Hrs : 43 Mins,20 Mins,Coconut,Cinnamon Dolce Latte,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,No Whip,0.66,0.130909091,0,0,0.02,0.35,0.060869565,0.08974359,0,150,0,210,0,0,0,1,1,7,140,33,1200,840,9780,1200,36,7,0,0,0,170
Moderate,28 Mins,20 Mins,3 Hrs : 45 Mins,28 Mins,Coconut,Cinnamon Dolce Latte,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,Whip,0.72,0.138181818,0.083333333,0,0.04,0.55,0.065217391,0.179487179,0.034482759,150,0.02,290,25,0,0,1,2,11,150,36,1680,1200,13500,1680,38,14,0.2,0.08,0,170
Moderate,12 Mins,9 Mins,1 Hrs : 41 Mins,12 Mins,Nonfat,Flat White,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.34,0.069090909,0.016666667,0,0.24,0.01,0.065217391,0.003846154,0,195,0.4,130,5,0,0,1,12,0.2,150,17,720,540,6060,720,19,0.3,0,0.2,0,170
Moderate,17 Mins,12 Mins,2 Hrs : 20 Mins,17 Mins,2%,Flat White,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.34,0.065454545,0.1,0,0.24,0.225,0.069565217,0.08974359,0.051724138,195,0.4,180,30,0,0,1,12,4.5,160,17,1020,720,8400,1020,18,7,0.3,0.2,0.02,170
Moderate,21 Mins,15 Mins,2 Hrs : 51 Mins,21 Mins,Whole,Flat White,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.34,0.065454545,0.116666667,0,0.24,0.35,0.065217391,0.141025641,0.051724138,195,0.35,220,35,0,0,1,12,7,150,17,1260,900,10260,1260,18,11,0.3,0.15,0,170
Moderate,14 Mins,10 Mins,1 Hrs : 56 Mins,14 Mins,Soy,Flat White,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.16,0.047272727,0,0.035714286,0.2,0.025,0.056521739,0.064102564,0,195,0.4,150,0,1,0.2,1,10,0.5,130,8,840,600,6960,840,13,5,0,0.15,0,170
Moderate,12 Mins,9 Mins,1 Hrs : 41 Mins,12 Mins,Coconut,Flat White,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.22,0.050909091,0,0,0.02,0.35,0.060869565,0.102564103,0,195,0,130,0,0,0,1,1,7,140,11,720,540,6060,720,14,8,0,0,0,170
Moderate,12 Mins,9 Mins,1 Hrs : 41 Mins,12 Mins,Nonfat,Latte Macchiato,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.34,0.069090909,0.016666667,0,0.24,0.01,0.065217391,0.003846154,0,225,0.4,130,5,0,0,1,12,0.2,150,17,720,540,6060,720,19,0.3,0,0.2,0,170
Moderate,18 Mins,13 Mins,2 Hrs : 27 Mins,18 Mins,2%,Latte Macchiato,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.34,0.069090909,0.1,0,0.24,0.225,0.069565217,0.08974359,0.051724138,225,0.4,190,30,0,0,1,12,4.5,160,17,1080,780,8820,1080,19,7,0.3,0.2,0.02,170
Moderate,21 Mins,15 Mins,2 Hrs : 51 Mins,21 Mins,Whole,Latte Macchiato,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.34,0.069090909,0.116666667,0,0.24,0.3,0.065217391,0.141025641,0.051724138,225,0.35,220,35,0,0,1,12,6,150,17,1260,900,10260,1260,19,11,0.3,0.15,0,170
Moderate,13 Mins,9 Mins,1 Hrs : 48 Mins,13 Mins,Soy,Latte Macchiato,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.16,0.047272727,0,0.035714286,0.2,0.025,0.054347826,0.064102564,0,225,0.4,140,0,1,0.15,1,10,0.5,125,8,780,540,6480,780,13,5,0,0.15,0,170
Moderate,12 Mins,9 Mins,1 Hrs : 41 Mins,12 Mins,Coconut,Latte Macchiato,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.22,0.050909091,0,0,0.04,0.35,0.060869565,0.102564103,0,225,0,130,0,0,0,1,2,7,140,11,720,540,6060,720,14,8,0,0,0,137.3
Moderate,11 Mins,8 Mins,1 Hrs : 33 Mins,11 Mins,Nonfat,Skinny Cinnamon Dolce Latte,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.32,0.069090909,0.016666667,0,0.24,0.01,0.069565217,0.003846154,0,150,0.35,120,5,0,0,1,12,0.2,160,16,660,480,5580,660,19,0.3,0,0.2,0,133.2
Moderate,7 Mins,5 Mins,1 Hrs : 2 Mins,7 Mins,Nonfat,Iced Skinny Cinnamon Dolce Latte,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.2,0.043636364,0.016666667,0,0.14,0.005,0.045652174,0.002564103,0,150,0.2,80,5,0,0,1,7,0.1,105,10,420,300,3720,420,12,0.2,0,0.1,0,129.1
Moderate,15 Mins,11 Mins,2 Hrs : 4 Mins,15 Mins,Nonfat,Skinny Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.3,0.087272727,0.016666667,0.142857143,0.28,0.05,0.060869565,0.019230769,0.017241379,150,0.35,160,5,4,0.6,1,14,1,140,15,900,660,7440,900,24,1.5,0.1,0.2,0,125
Moderate,11 Mins,8 Mins,1 Hrs : 33 Mins,11 Mins,Nonfat,Iced Skinny Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.16,0.061818182,0.016666667,0.142857143,0.18,0.05,0.041304348,0.019230769,0.017241379,150,0.2,120,5,4,0.6,1,9,1,95,8,660,480,5580,660,17,1.5,0.1,0.1,0,120.9
Moderate,8 Mins,6 Mins,1 Hrs : 10 Mins,8 Mins,Nonfat,Starbucks Doubleshot on Ice,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.36,0.072727273,0,0,0.06,0,0.015217391,0,0,225,0.08,90,0,0,0,1,3,0,35,18,480,360,4200,480,20,0,0,0.04,0,116.8
Moderate,9 Mins,7 Mins,1 Hrs : 17 Mins,9 Mins,2%,Starbucks Doubleshot on Ice,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.36,0.072727273,0.016666667,0,0.06,0.05,0.017391304,0.012820513,0.017241379,225,0.08,100,5,0,0,1,3,1,40,18,540,420,4620,540,20,1,0.1,0.04,0,112.7
Moderate,10 Mins,7 Mins,1 Hrs : 25 Mins,10 Mins,Whole,Starbucks Doubleshot on Ice,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.36,0.072727273,0.016666667,0,0.06,0.05,0.015217391,0.025641026,0.017241379,225,0.08,110,5,0,0,1,3,1,35,18,600,420,5100,600,20,2,0.1,0.02,0,108.6
Moderate,9 Mins,7 Mins,1 Hrs : 17 Mins,9 Mins,Soy,Starbucks Doubleshot on Ice,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.32,0.069090909,0,0,0.06,0.005,0.015217391,0.012820513,0,225,0.08,100,0,0,0.04,1,3,0.1,35,16,540,420,4620,540,19,1,0,0.02,0,170
Moderate,8 Mins,6 Mins,1 Hrs : 10 Mins,8 Mins,Coconut,Starbucks Doubleshot on Ice,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,N/A,0.34,0.069090909,0,0,0.02,0.075,0.015217391,0.019230769,0,225,0.02,90,0,0,0,1,1,1.5,35,17,480,360,4200,480,19,1.5,0,0,0,170
Moderate,34 Mins,24 Mins,4 Hrs : 32 Mins,34 Mins,Nonfat,White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,No Whip,1.16,0.221818182,0.033333333,0,0.28,0.225,0.1,0.076923077,0,150,0.45,350,10,0,0,1,14,4.5,230,58,2040,1440,16320,2040,61,6,0,0.2,0.02,170
Moderate,40 Mins,29 Mins,5 Hrs : 26 Mins,40 Mins,Nonfat,White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,Whip,1.2,0.229090909,0.116666667,0,0.3,0.45,0.104347826,0.166666667,0.034482759,150,0.45,420,35,0,0,1,15,9,240,60,2400,1740,19560,2400,63,13,0.2,0.25,0.02,170
Moderate,38 Mins,28 Mins,5 Hrs : 11 Mins,38 Mins,2%,White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,No Whip,1.16,0.218181818,0.1,0,0.28,0.35,0.104347826,0.141025641,0.034482759,150,0.45,400,30,0,0,1,14,7,240,58,2280,1680,18660,2280,60,11,0.2,0.15,0.02,170
Moderate,45 Mins,33 Mins,6 Hrs : 5 Mins,45 Mins,2%,White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,Whip,1.18,0.225454545,0.183333333,0,0.28,0.6,0.108695652,0.230769231,0.068965517,150,0.45,470,55,0,0,1,14,12,250,59,2700,1980,21900,2700,62,18,0.4,0.25,0.02,170
Moderate,41 Mins,30 Mins,5 Hrs : 34 Mins,41 Mins,Whole,White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,No Whip,1.16,0.218181818,0.116666667,0,0.28,0.5,0.1,0.192307692,0.051724138,150,0.4,430,35,0,0,1,14,10,230,58,2460,1800,20040,2460,60,15,0.3,0.15,0.02,170
Moderate,48 Mins,35 Mins,6 Hrs : 29 Mins,48 Mins,Whole,White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,Whip,1.18,0.225454545,0.2,0,0.28,0.7,0.104347826,0.282051282,0.086206897,150,0.45,500,60,0,0,1,14,14,240,59,2880,2100,23340,2880,62,22,0.5,0.2,0.02,170
Moderate,35 Mins,25 Mins,4 Hrs : 40 Mins,35 Mins,Soy,White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,No Whip,1.02,0.2,0.016666667,0.035714286,0.24,0.25,0.091304348,0.128205128,0,150,0.45,360,5,1,0.15,1,12,5,210,51,2100,1500,16800,2100,55,10,0,0.1,0.02,170
Moderate,41 Mins,30 Mins,5 Hrs : 34 Mins,41 Mins,Soy,White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,Whip,1.04,0.207272727,0.1,0.035714286,0.26,0.5,0.095652174,0.217948718,0.034482759,150,0.45,430,30,1,0.15,1,13,10,220,52,2460,1800,20040,2460,57,17,0.2,0.2,0.02,170
Moderate,34 Mins,24 Mins,4 Hrs : 32 Mins,34 Mins,Coconut,White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,No Whip,1.08,0.203636364,0.016666667,0,0.1,0.55,0.1,0.153846154,0,150,0.1,350,5,0,0,1,5,11,230,54,2040,1440,16320,2040,56,12,0,0,0.02,170
Moderate,40 Mins,29 Mins,5 Hrs : 26 Mins,40 Mins,Coconut,White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,Whip,1.12,0.210909091,0.1,0,0.12,0.75,0.1,0.243589744,0.034482759,150,0.15,420,30,0,0,1,6,15,230,56,2400,1740,19560,2400,58,19,0.2,0.08,0.02,170
Moderate,30 Mins,21 Mins,4 Hrs : 1 Mins,30 Mins,Nonfat,Iced White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,No Whip,1.04,0.196363636,0.033333333,0,0.2,0.225,0.073913043,0.076923077,0,150,0.3,310,10,0,0,1,10,4.5,170,52,1800,1260,14460,1800,54,6,0,0.1,0.02,170
Moderate,40 Mins,29 Mins,5 Hrs : 26 Mins,40 Mins,Nonfat,Iced White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,Whip,1.1,0.210909091,0.166666667,0,0.22,0.6,0.082608696,0.217948718,0.051724138,150,0.35,420,50,0,0,1,11,12,190,55,2400,1740,19560,2400,58,17,0.3,0.25,0.02,137.3
Moderate,32 Mins,23 Mins,4 Hrs : 16 Mins,32 Mins,2%,Iced White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,No Whip,1.04,0.196363636,0.066666667,0,0.2,0.3,0.07826087,0.115384615,0.017241379,150,0.3,330,20,0,0,1,10,6,180,52,1920,1380,15360,1920,54,9,0.1,0.1,0.02,133.2
Moderate,43 Mins,31 Mins,5 Hrs : 50 Mins,43 Mins,2%,Iced White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,Whip,1.08,0.207272727,0.2,0,0.22,0.65,0.086956522,0.256410256,0.068965517,150,0.3,450,60,0,0,1,11,13,200,54,2580,1860,21000,2580,57,20,0.4,0.2,0.02,129.1
Moderate,34 Mins,24 Mins,4 Hrs : 32 Mins,34 Mins,Whole,Iced White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,No Whip,1.04,0.196363636,0.066666667,0,0.2,0.4,0.07826087,0.141025641,0.034482759,150,0.3,350,20,0,0,1,10,8,180,52,2040,1440,16320,2040,54,11,0.2,0.08,0.02,125
Moderate,45 Mins,33 Mins,6 Hrs : 5 Mins,45 Mins,Whole,Iced White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,Whip,1.08,0.207272727,0.216666667,0,0.2,0.75,0.082608696,0.282051282,0.086206897,150,0.3,470,65,0,0,1,10,15,190,54,2700,1980,21900,2700,57,22,0.5,0.2,0.02,120.9
Moderate,31 Mins,22 Mins,4 Hrs : 8 Mins,31 Mins,Soy,Iced White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,No Whip,0.96,0.185454545,0.016666667,0.035714286,0.18,0.25,0.073913043,0.102564103,0,150,0.3,320,5,1,0.1,1,9,5,170,48,1860,1320,14880,1860,51,8,0,0.06,0.02,116.8
Moderate,41 Mins,30 Mins,5 Hrs : 34 Mins,41 Mins,Soy,Iced White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,Whip,1,0.2,0.15,0.035714286,0.2,0.6,0.07826087,0.243589744,0.051724138,150,0.35,430,45,1,0.1,1,10,12,180,50,2460,1800,20040,2460,55,19,0.3,0.2,0.02,112.7
Moderate,30 Mins,21 Mins,4 Hrs : 1 Mins,30 Mins,Coconut,Iced White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,No Whip,0.98,0.189090909,0.016666667,0,0.1,0.4,0.073913043,0.115384615,0,150,0.1,310,5,0,0,1,5,8,170,49,1800,1260,14460,1800,52,9,0,0,0.02,108.6
Moderate,40 Mins,29 Mins,5 Hrs : 26 Mins,40 Mins,Coconut,Iced White Chocolate Mocha,Reset Filters,473 mL,Grande,16 fl oz,Coffee,Yes,Whip,1.04,0.2,0.15,0,0.1,0.75,0.07826087,0.256410256,0.051724138,150,0.15,420,45,0,0,1,5,15,180,52,2400,1740,19560,2400,55,20,0.3,0.15,0.02,170
Moderate,28 Mins,20 Mins,3 Hrs : 45 Mins,28 Mins,Nonfat,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,473 mL,Grande,16 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.34,0.250909091,0,0,0.08,0.005,0.095652174,0.001282051,0,95,0.1,290,0,0,0,1,4,0.1,220,67,1680,1200,13500,1680,69,0.1,0,0.06,0,170
Moderate,38 Mins,28 Mins,5 Hrs : 11 Mins,38 Mins,Nonfat,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,473 mL,Grande,16 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.38,0.261818182,0.15,0,0.08,0.35,0.1,0.141025641,0.051724138,95,0.15,400,45,0,0,1,4,7,230,69,2280,1680,18660,2280,72,11,0.3,0.2,0,170
Moderate,29 Mins,21 Mins,3 Hrs : 53 Mins,29 Mins,2%,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,473 mL,Grande,16 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.34,0.247272727,0.033333333,0,0.08,0.05,0.095652174,0.025641026,0.017241379,95,0.1,300,10,0,0,1,4,1,220,67,1740,1260,13980,1740,68,2,0.1,0.06,0,170
Moderate,40 Mins,29 Mins,5 Hrs : 26 Mins,40 Mins,2%,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,473 mL,Grande,16 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.38,0.261818182,0.166666667,0,0.08,0.4,0.1,0.166666667,0.068965517,95,0.15,420,50,0,0,1,4,8,230,69,2400,1740,19560,2400,72,13,0.4,0.2,0,170
Moderate,30 Mins,21 Mins,4 Hrs : 1 Mins,30 Mins,Whole,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,473 mL,Grande,16 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.34,0.247272727,0.033333333,0,0.06,0.1,0.095652174,0.038461538,0.017241379,95,0.1,310,10,0,0,1,3,2,220,67,1800,1260,14460,1800,68,3,0.1,0.04,0,170
Moderate,41 Mins,30 Mins,5 Hrs : 34 Mins,41 Mins,Whole,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,473 mL,Grande,16 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.38,0.261818182,0.166666667,0,0.08,0.45,0.1,0.179487179,0.068965517,95,0.1,430,50,0,0,1,4,9,230,69,2460,1800,20040,2460,72,14,0.4,0.15,0,170
Moderate,28 Mins,20 Mins,3 Hrs : 45 Mins,28 Mins,Soy,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,473 mL,Grande,16 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.28,0.243636364,0,0.035714286,0.06,0.01,0.091304348,0.019230769,0,95,0.1,290,0,1,0.06,1,3,0.2,210,64,1680,1200,13500,1680,67,1.5,0,0.04,0,170
Moderate,39 Mins,29 Mins,5 Hrs : 19 Mins,39 Mins,Soy,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,473 mL,Grande,16 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.34,0.254545455,0.133333333,0.035714286,0.08,0.35,0.095652174,0.166666667,0.051724138,95,0.15,410,40,1,0.06,1,4,7,220,67,2340,1740,19140,2340,70,13,0.3,0.15,0,170
Moderate,28 Mins,20 Mins,3 Hrs : 45 Mins,28 Mins,Coconut,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,473 mL,Grande,16 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.32,0.247272727,0,0,0.01,0.1,0.091304348,0.025641026,0,95,0,290,0,0,0,1,0.5,2,210,66,1680,1200,13500,1680,68,2,0,0,0,170
Moderate,38 Mins,28 Mins,5 Hrs : 11 Mins,38 Mins,Coconut,Caffè Vanilla Frappuccino® Blended Beverage,Reset Filters,473 mL,Grande,16 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.38,0.258181818,0.133333333,0,0.02,0.45,0.095652174,0.166666667,0.051724138,95,0.02,400,40,0,0,1,1,9,220,69,2280,1680,18660,2280,71,13,0.3,0.15,0,170
Moderate,25 Mins,18 Mins,3 Hrs : 22 Mins,25 Mins,Nonfat,Caramel Frappuccino® Blended Beverage,Reset Filters,473 mL,Grande,16 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.2,0.218181818,0,0,0.08,0.005,0.1,0.001282051,0,100,0.1,260,0,0,0,1,4,0.1,230,60,1500,1080,12120,1500,60,0.1,0,0.06,0,170
Moderate,37 Mins,27 Mins,5 Hrs : 3 Mins,37 Mins,Nonfat,Caramel Frappuccino® Blended Beverage,Reset Filters,473 mL,Grande,16 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.32,0.243636364,0.15,0,0.08,0.4,0.104347826,0.153846154,0.051724138,100,0.15,390,45,0,0,1,4,8,240,66,2220,1620,18180,2220,67,12,0.3,0.2,0,170
Moderate,26 Mins,19 Mins,3 Hrs : 30 Mins,26 Mins,2%,Caramel Frappuccino® Blended Beverage,Reset Filters,473 mL,Grande,16 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.2,0.218181818,0.033333333,0,0.08,0.075,0.1,0.025641026,0.017241379,100,0.1,270,10,0,0,1,4,1.5,230,60,1560,1140,12600,1560,60,2,0.1,0.06,0,170
Moderate,39 Mins,29 Mins,5 Hrs : 19 Mins,39 Mins,2%,Caramel Frappuccino® Blended Beverage,Reset Filters,473 mL,Grande,16 fl oz,Frappuccino® Blended Coffee,Yes,Whip,1.32,0.243636364,0.166666667,0,0.08,0.45,0.108695652,0.179487179,0.068965517,100,0.15,410,50,0,0,1,4,9,250,66,2340,1740,19140,2340,67,14,0.4,0.2,0,170
Moderate,27 Mins,19 Mins,3 Hrs : 37 Mins,27 Mins,Whole,Caramel Frappuccino® Blended Beverage,Reset Filters,473 mL,Grande,16 fl oz,Frappuccino® Blended Coffee,Yes,No Whip,1.2,0.218181818,0.033333333,0,0.06,0.1,0.1,0.044871795,0.017241379,100,0.1,280,10,0,0,1,3,2,230,60,1620,1140,13020,1620,60,3.5,0.1,0.04,0,170
